,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 통계표ID :,DT_1C51,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 통계표명 :,경제활동별 지역내총생산,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 수록기간 :, ( 년 : 1985 ~ 2009 ),,,,,,,,,,,,,,,,,,,,,,,,,,,
* 조회기간 :,   [년] 2000 ~ 2008         ,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 출처 :,통계청 경제통계국 지역소득통계팀,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 자료다운일자 :,2011/06/24 09:20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 단위 :,백만원,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시도별,경제활동별,2000 ,,,2001 ,,,2002 ,,,2003 ,,,2004 ,,,2005 ,,,2006 ,,,2007 ,,,2008 ,,
,,당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100)
,보건업및사회복지서비스업,"701,528 ","1,082,600 ",-,"920,060 ","1,023,687 ",-,"1,016,561 ","1,146,652 ",-,"1,122,680 ","1,219,362 ",-,"1,246,022 ","1,300,627 ",-,"1,394,393 ","1,394,393 ",-,"1,569,527 ","1,511,723 ",-,"1,803,578 ","1,670,154 ",-,"1,959,951 ","1,752,059 ",-
,"예술,스포츠및여가관련서비스업","220,413 ","254,503 ",-,"319,666 ","374,662 ",-,"322,736 ","378,842 ",-,"322,204 ","354,241 ",-,"387,724 ","406,352 ",-,"398,012 ","398,012 ",-,"454,301 ","449,785 ",-,"542,893 ","516,734 ",-,"565,764 ","527,263 ",-
,기타서비스업,"754,694 ","895,349 ",-,"770,639 ","901,859 ",-,"802,397 ","915,301 ",-,"936,670 ","1,052,388 ",-,"984,290 ","1,003,742 ",-,"1,103,214 ","1,103,214 ",-,"1,206,600 ","1,187,401 ",-,"1,284,485 ","1,239,946 ",-,"1,317,402 ","1,223,835 ",-
제주도,지역내총생산(시장가격),"5,350,292 ","6,447,702 ",78.1 ,"5,700,822 ","6,929,035 ",84.8 ,"6,499,878 ","7,446,375 ",91.6 ,"6,965,350 ","7,644,627 ",94.5 ,"7,522,573 ","7,924,080 ",99.2 ,"7,966,167 ","7,966,167 ",100.0 ,"8,095,970 ","8,131,476 ",102.1 ,"8,735,940 ","8,650,583 ",108.6 ,"8,833,037 ","8,334,396 ",104.9 
,순생산물세,"459,231 ","516,442 ",-,"519,557 ","563,298 ",-,"653,870 ","692,709 ",-,"663,549 ","671,786 ",-,"902,301 ","910,914 ",-,"713,663 ","713,663 ",-,"652,130 ","654,437 ",-,"697,516 ","684,234 ",-,"601,389 ","596,942 ",-
,총부가가치(기초가격),"4,891,061 ","5,931,260 ",-,"5,181,265 ","6,365,737 ",-,"5,846,008 ","6,753,666 ",-,"6,301,801 ","6,972,841 ",-,"6,620,272 ","7,013,166 ",-,"7,252,504 ","7,252,504 ",-,"7,443,840 ","7,477,039 ",-,"8,038,424 ","7,966,349 ",-,"8,231,648 ","7,737,454 ",-
,농림어업,"1,088,650 ","1,266,503 ",-,"854,573 ","1,332,317 ",-,"971,962 ","1,345,874 ",-,"996,610 ","1,386,486 ",-,"969,420 ","1,204,878 ",-,"1,355,835 ","1,355,835 ",-,"1,231,893 ","1,342,742 ",-,"1,321,459 ","1,541,331 ",-,"1,449,519 ","1,305,321 ",-
,광업,"10,965 ","21,942 ",-,"13,387 ","21,832 ",-,"16,143 ","22,707 ",-,"24,214 ","24,292 ",-,"17,711 ","27,995 ",-,"20,153 ","20,153 ",-,"11,978 ","13,216 ",-,"14,645 ","13,137 ",-,"11,110 ","8,473 ",-
,제조업,"153,087 ","235,560 ",-,"153,089 ","239,098 ",-,"183,174 ","245,165 ",-,"174,883 ","270,083 ",-,"196,572 ","245,188 ",-,"226,735 ","226,735 ",-,"211,691 ","227,813 ",-,"259,701 ","232,583 ",-,"243,107 ","254,698 ",-
,　기초소재형,"61,336 ","84,592 ",-,"59,022 ","82,654 ",-,"61,106 ","81,165 ",-,"66,470 ","83,136 ",-,"66,445 ","81,344 ",-,"71,960 ","71,960 ",-,"69,942 ","74,821 ",-,"74,886 ","83,705 ",-,"77,034 ","85,972 ",-
,　가공조립형,"24,575 ","40,784 ",-,"31,221 ","44,750 ",-,"32,435 ","38,955 ",-,"25,302 ","37,721 ",-,"45,374 ","50,204 ",-,"43,486 ","43,486 ",-,"28,880 ","27,383 ",-,"42,383 ","29,320 ",-,"41,460 ","31,094 ",-
,　생활관련형,"67,176 ","110,184 ",-,"62,846 ","111,694 ",-,"89,633 ","125,045 ",-,"83,111 ","149,226 ",-,"84,753 ","113,640 ",-,"111,289 ","111,289 ",-,"112,869 ","125,609 ",-,"142,432 ","119,558 ",-,"124,613 ","137,632 ",-
,"전기,가스,증기및수도사업","58,706 ","78,413 ",-,"80,842 ","111,444 ",-,"73,871 ","105,271 ",-,"120,743 ","116,036 ",-,"118,932 ","117,516 ",-,"141,334 ","141,334 ",-,"158,348 ","162,758 ",-,"145,461 ","156,625 ",-,"79,733 ","187,545 ",-
,건설업,"505,511 ","640,953 ",-,"527,801 ","651,144 ",-,"562,173 ","644,331 ",-,"693,959 ","733,351 ",-,"765,318 ","779,829 ",-,"721,767 ","721,767 ",-,"707,203 ","698,039 ",-,"747,947 ","714,950 ",-,"661,322 ","621,152 ",-
,도매및소매업,"410,210 ","486,262 ",-,"494,584 ","564,810 ",-,"541,256 ","614,552 ",-,"559,680 ","599,789 ",-,"582,414 ","590,025 ",-,"612,713 ","612,713 ",-,"653,264 ","648,836 ",-,"683,933 ","670,516 ",-,"760,797 ","677,723 ",-
,운수업,"285,222 ","337,391 ",-,"277,468 ","309,215 ",-,"367,813 ","376,066 ",-,"341,846 ","334,385 ",-,"428,519 ","423,131 ",-,"402,460 ","402,460 ",-,"440,745 ","430,834 ",-,"497,830 ","477,603 ",-,"423,570 ","441,221 ",-
,숙박및음식점업,"304,839 ","315,544 ",-,"302,445 ","313,857 ",-,"316,256 ","292,535 ",-,"346,145 ","319,756 ",-,"354,719 ","361,490 ",-,"358,367 ","358,367 ",-,"377,713 ","366,035 ",-,"397,857 ","375,448 ",-,"428,588 ","373,326 ",-
,정보및통신업,"129,089 ","113,710 ",-,"169,519 ","146,252 ",-,"182,014 ","161,886 ",-,"197,389 ","179,996 ",-,"195,915 ","193,537 ",-,"199,052 ","199,052 ",-,"202,123 ","204,662 ",-,"204,373 ","214,935 ",-,"190,920 ","212,241 ",-
,금융및보험업,"273,490 ","343,920 ",-,"318,012 ","353,413 ",-,"429,644 ","452,778 ",-,"449,241 ","459,489 ",-,"427,153 ","445,710 ",-,"452,426 ","452,426 ",-,"441,431 ","453,221 ",-,"471,924 ","496,007 ",-,"505,750 ","509,196 ",-
,부동산업및임대업,"468,420 ","472,363 ",-,"485,066 ","500,399 ",-,"519,502 ","535,885 ",-,"537,009 ","546,561 ",-,"546,547 ","547,927 ",-,"559,957 ","559,957 ",-,"581,261 ","584,174 ",-,"606,245 ","591,257 ",-,"618,384 ","602,541 ",-
,사업서비스업,"60,775 ","82,143 ",-,"68,267 ","86,054 ",-,"90,628 ","109,265 ",-,"117,614 ","129,374 ",-,"126,633 ","132,099 ",-,"154,007 ","154,007 ",-,"179,438 ","171,625 ",-,"194,902 ","179,580 ",-,"199,639 ","172,636 ",-
,"공공행정,국방및사회보장행정","447,338 ","602,171 ",-,"503,286 ","627,936 ",-,"572,847 ","660,522 ",-,"638,943 ","699,341 ",-,"693,002 ","716,984 ",-,"772,898 ","772,898 ",-,"835,261 ","813,110 ",-,"890,020 ","838,695 ",-,"964,573 ","872,591 ",-
,교육서비스업,"320,411 ","433,992 ",-,"367,429 ","463,132 ",-,"431,212 ","510,783 ",-,"486,068 ","543,471 ",-,"524,118 ","553,052 ",-,"561,871 ","561,871 ",-,"597,119 ","574,291 ",-,"662,819 ","609,524 ",-,"712,287 ","626,410 ",-
,보건업및사회복지서비스업,"163,205 ","250,036 ",-,"186,731 ","208,943 ",-,"202,173 ","228,620 ",-,"234,161 ","255,214 ",-,"261,318 ","273,462 ",-,"316,037 ","316,037 ",-,"343,226 ","326,861 ",-,"400,160 ","349,593 ",-,"432,619 ","366,817 ",-
,"예술,스포츠및여가관련서비스업","113,849 ","133,169 ",-,"271,663 ","306,774 ",-,"260,464 ","300,535 ",-,"246,850 ","223,163 ",-,"260,520 ","245,515 ",-,"248,132 ","248,132 ",-,"312,525 ","305,449 ",-,"369,777 ","345,040 ",-,"373,500 ","347,314 ",-
,기타서비스업,"97,294 ","117,188 ",-,"107,103 ","129,117 ",-,"124,876 ","146,891 ",-,"136,446 ","152,054 ",-,"151,461 ","154,828 ",-,"148,760 ","148,760 ",-,"158,621 ","153,373 ",-,"169,371 ","159,525 ",-,"176,230 ","158,249 ",-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ 주석 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[경제활동별],,,,,,,,,,,,,,,,,,,,,,,,,,,
,□ 지역내총생산(시장가격) = 지역내총부가가치(기초가격) + 순생산물세,,,,,,,,,,,,,,,,,,,,,,,,,,,
,□ 제조업 형태별 분류,,,,,,,,,,,,,,,,,,,,,,,,,,,
,　< 기초소재형 >,,,,,,,,,,,,,,,,,,,,,,,,,,,
,　· 섬유제품 제조업; 의복 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,
,　· 목재 및 나무제품 제조업; 가구제외,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"　· 펄프, 종이 및 종이제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"　· 코크스, 연탄 및 석유정제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,
,　· 화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   · 의료용 물질 및 의약품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,　· 고무 및 플라스틱제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,　· 비금속광물제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,　· 제 1차 금속 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,< 가공조립형 >,,,,,,,,,,,,,,,,,,,,,,,,,,,
,　· 금속가공제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"   · 전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"   · 의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,
,   · 전기 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,　· 기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,　· 자동차 및 트레일러 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,　· 기타 운송장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,　< 생활관련형 >,,,,,,,,,,,,,,,,,,,,,,,,,,,
,　· 식료품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   · 음료품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,　· 담배 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"　· 의복, 의복액세서리 및 모피제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"　· 가죽, 가방 및 신발 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,
,   · 인쇄 및 기록매체 복제업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   · 가구제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   · 기타 제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,
,□  2009년은 잠정 자료임,,,,,,,,,,,,,,,,,,,,,,,,,,,
